X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,icon_url
83.7858542289708,27.8936477813703,Jaudi Thulo Khola,,,,,,"-1","0","-1",,,./0.png
