X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,icon_url
83.8369251565546,28.1352199407689,Patikhola Bridge,,,,,,"-1","0","-1",,,./0.png
