X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,icon_url
83.6711686561305,27.9478837698801,Manake Sadak Pul,,,,,,"-1","0","-1",,,./0.png
