X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,icon_url
83.7770862325526,28.0895189939562,Keware khola,,,,,,"-1","0","-1",,,./0.png
